Customer ID,Gender,Age,City,Membership Type,Total Spend,Items Purchased,Average Rating,Discount Applied,Satisfaction Level
12791.0,,42.0,Los Angeles,Gold,4684.87,283.0,4.75,False,Neutral
16218.0,Female,57.0,,Bronze,,304.0,1.31,True,Unsatisfied
14045.0,Female,41.0,New York,Silver,5944.09,24.0,4.84,True,Unsatisfied
14307.0,Female,31.0,Los Angeles,Gold,7455.72,274.0,1.98,False,
17908.0,Male,43.0,,Bronze,9177.06,27.0,1.04,True,Neutral
17920.0,Male,55.0,,Silver,8522.95,54.0,2.74,True,Neutral_
12838.0,Female,40.0,,Bronze,5149.19,55.0,2.44,True,Unsatisfied 
13255.0,Female,,New York,,7218.27,376.0,3.16,False,Unsatisfied
16583.0,Female,65.0,Los Angeles,Silver,8027.76,233.0,4.19,True,
18085.0,Male,36.0,Chicago,,4985.54,277.0,4.37,False,Unsatisfied
13758.0,Female,63.0,New York,Silver,1242.73,443.0,2.6,True,Neutral
13694.0,Male,68.0,Houston,Bronze,,371.0,2.72,True,Unsatisfied
15983.0,Male,20.0,New York,,8440.53,418.0,1.59,False,Unsatisfied
14849.0,Male,59.0,Houston,Bronze,6006.75,120.0,1.19,True,
17968.0,Male,36.0,New York,,7272.14,225.0,3.56,False,Neutral
16210.0,Male,,Chicago,Bronze,1934.15,58.0,1.26,False,Satisfied
,Female,45.0,Chicago,Silver,9646.94,,3.94,True,Satisfied
17377.0,Female,37.0,New York,Bronze_,4100.4,176.0,3.16,False,Neutral
16552.0,Female,,Los Angeles,Gold,,54.0,1.79,False,Satisfied
17181.0,,24.0,Chicago,Bronze,286.84,146.0,,True,
17951.0,Female,31.0,,Bronze,1360.46,259.0,,True,Neutral
14729.0,Male,26.0,Houston,Gold,7842.14,152.0,2.75,True,Satisfied 
12748.0,Female,36.0,Chicago-,Bronze1,9682.9,385.0,4.2,False,Satisfied
15012.0,Female,64.0,Houston,Bronze,3268.55,262.0,2.85,True,Satisfied
12868.0,Male,69.0,Miami,Silver,468.09,19.0,,True,
17572.0,Female,31.0,,Gold,3672.58,342.0,3.9,True,
14078.0,Male,55.0,New York,Gold,272.93,371.0,1.75,,Satisfied
14001.0,Female,53.0,New York,Bronze,2004.49,171.0,3.95,False,Neutral
12662.0,Male,57.0,Los Angeles,Silver,7549.47,379.0,2.92,True,Unsatisfied
15525.0,,34.0,Los Angeles,Bronze,9377.18,392.0,2.81,True,Unsatisfied
14237.0,Female,47.0,Miami,Gold,965.75,197.0,4.41,True,Unsatisfied
17905.0,Male,26.0,Houston,Silver1,5623.22,436.0,,True,Neutral
15485.0,Male,50.0,Houston,Bronze,2613.42,73.0,1.13,True,Neutral
12433.0,Male,69.0,New York,Bronze,1476.69,303.0,2.18,False,Satisfied 
16955.0,Male,42.0,Chicago,Bronze,2267.9,85.0,4.48,True,Neutral
15350.0,Male,31.0,Los Angeles,Gold_,5819.85,284.0,1.07,True,Neutral
15605.0,Male-,28.0,Los Angeles,Bronze,744.83,302.0,3.18,False,Unsatisfied
18144.0,Male,52.0,New York,Silver,4398.76,132.0,3.91,True,Unsatisfied
15922.0,Male,58.0,Los Angeles,Bronze,,,,False,Unsatisfied
14594.0,Female,31.0,New York,Gold,2799.5,216.0,4.04,False,Satisfied
15165.0,Female,47.0,Miami,Bronze,,136.0,3.9,False,Unsatisfied
14911.0,Male,58.0,Houston,Gold,8841.46,116.0,3.77,False,Neutral
16456.0,,21.0,Chicago,Gold,7109.31,61.0,4.29,True,Unsatisfied
17841.0,Female,21.0,,Silver,8697.78,17.0,3.58,True,Satisfied
,Male ,45.0,Miami-,Bronze ,3896.28,34.0,2.61,,Satisfied
,Female,25.0,Miami,Bronze,3202.79,20.0,2.89,False,Satisfied
17643.0,,19.0,Los Angeles,Gold,3867.81,208.0,3.87,,Unsatisfied 
17873.0,Female,58.0,Chicago,Gold,283.63,458.0,4.51,False,Satisfied
13093.0,Male,63.0,,Silver,7274.57,162.0,2.09,False,Neutral
12921.0,Female,39.0,,Silver,3562.75,,2.37,True,Unsatisfied
13468.0,Female,58.0,New York,Bronze,3201.91,10.0,4.72,False,Neutral
17760.0,Female,,Houston,Gold,6021.6,94.0,3.31,True,Neutral
16928.0,,,Los Angeles,Silver,4418.87,414.0,1.72,False,Satisfied
16048.0,,66.0,Houston,,9810.35,371.0,3.65,False,Unsatisfied
16274.0,Male,65.0,,Gold,3626.91,,4.96,True,Unsatisfied
14496.0,Female,47.0,Miami,Gold,6177.57,383.0,,False,Unsatisfied
14696.0,Male,29.0,New York ,Silver,3185.35,441.0,3.98,True,Satisfied
16539.0,Female,52.0,Houston,Bronze,9906.89,366.0,1.83,True,Neutral
17025.0,Male,28.0,Los Angeles,Silver,4506.6,447.0,4.5,False,Neutral 
13777.0,,63.0,Miami,Bronze1,6377.88,107.0,3.1,False,Neutral
17690.0,Female,67.0,,,1354.54,105.0,4.56,,Unsatisfied
12947.0,Male,38.0,Houston,Bronze,7356.94,71.0,2.32,True,Unsatisfied
,Female,38.0,Los Angeles,Bronze,2765.18,431.0,1.25,False,Unsatisfied
18229.0,Female,22.0,Los Angeles,,,84.0,2.9,True,Unsatisfied
14142.0,Female,65.0,New York,,8843.02,209.0,2.08,False,Satisfied
17069.0,Female,37.0,Miami,Bronze,9708.47,259.0,3.86,False,
13065.0,Female,54.0,New York,Silver,4303.26,239.0,4.83,False,
14606.0,Female,20.0,Houston,Bronze,8364.55,302.0,3.76,,Satisfied
16835.0,Female,61.0,Los Angeles,Bronze,628.16,232.0,4.55,False,Unsatisfied
15235.0,Female,50.0,Houston,Gold,8490.98,420.0,2.81,True,Neutral
13576.0,Female,26.0,Houston,Bronze,6332.15,282.0,,True,Neutral
18011.0,Female,26.0,Chicago,Gold,4938.19,394.0,4.37,False,Neutral
13090.0,Female,21.0,Chicago,Silver,,418.0,3.84,True,Unsatisfied
15694.0,Male,52.0,Houston,Silver,8468.84,,3.03,True,
14741.0,Male,34.0,Los Angeles,Bronze,3039.76,264.0,,,Neutral
13715.0,Female,51.0,Houston,Silver,7935.73,311.0,3.8,True,Satisfied
14092.0,Female,,Chicago,Bronze,1084.96,347.0,,,
17732.0,Female,49.0,,Silver,8245.36,394.0,4.24,False,Unsatisfied
12855.0,Female,18.0,Houston,Bronze,6787.01,185.0,4.8,,Satisfied1
15752.0,Female,25.0,Miami,Bronze,969.88,114.0,2.86,True,Neutral
17855.0,Female,62.0,Miami,Gold,6862.49,79.0,3.8,False,Satisfied
14047.0,Female,40.0,Houston,Gold,5847.14,357.0,3.95,False,Unsatisfied
17925.0,,64.0,Los Angeles,Gold,5986.05,342.0,3.65,False,Neutral
13941.0,Male,57.0,,Gold,2979.55,301.0,,True,
17017.0,Female,29.0,Houston,Bronze,2738.32,50.0,4.53,True,Satisfied
14135.0,Male,29.0,Chicago,Silver ,7649.1,320.0,2.8,False,Unsatisfied
13108.0,Female,,Miami,Bronze,2642.45,95.0,1.24,False,Unsatisfied
12471.0,Female,64.0,Chicago,Gold,4518.0,258.0,,False,Neutral
15601.0,Male,32.0,Chicago,Gold,6978.41,429.0,3.7,True,Unsatisfied
13418.0,Female,58.0,Houston,Silver,,351.0,4.4,True,Neutral
14766.0,Male,36.0,Chicago,Gold,5986.03,62.0,1.55,False,Neutral
15658.0,Female,43.0,Miami,Bronze,5934.83,142.0,1.12,True,Neutral
14388.0,Female,,Chicago,,6873.86,330.0,4.74,True,Unsatisfied
14901.0,Male,46.0,Miami,Bronze,3762.29,222.0,1.59,True,Satisfied
18041.0,Female,39.0,Chicago,Bronze,4544.9,356.0,4.24,False,Neutral
15955.0,Male,57.0,Miami,,3366.7,111.0,4.29,True,Satisfied
15070.0,,38.0,Chicago,Silver,8100.87,104.0,3.83,True,
16244.0,Male,68.0,Chicago,Bronze,1393.05,15.0,1.53,False,Satisfied
15111.0,Male,55.0,Los Angeles,Gold,9633.24,270.0,3.67,False,
14390.0,Female,37.0,Miami,,,159.0,4.56,False,Satisfied
16546.0,Female,46.0,Miami,Gold,8880.38,157.0,2.7,True,Unsatisfied 
15260.0,Male,,,Gold,,27.0,2.65,True,Neutral-
13305.0,Female,21.0,New York,Silver,3389.56,85.0,2.77,True,Satisfied1
14491.0,Female,24.0,,Gold,9017.19,9.0,1.33,True,Unsatisfied
14060.0,Female,45.0,Miami,Silver,1078.84,276.0,4.57,True,Unsatisfied
15923.0,,45.0,New York,Gold,1259.36,227.0,4.48,True,Neutral
16752.0,Male,,Los Angeles,Silver,3063.53,186.0,,False,Satisfied
,Male,39.0,Miami,Silver,9601.77,79.0,3.34,,Neutral-
,Male,29.0,Miami,Silver,6367.38,216.0,4.0,True,Unsatisfied
12915.0,Male,62.0,New York,Gold,5586.52,433.0,1.81,,Satisfied
,Male,20.0,,,7083.03,57.0,3.67,False,Neutral
15738.0,Male,39.0,,Bronze,4233.0,,,True,Neutral
16042.0,Male,61.0,Miami,Bronze,7604.93,356.0,4.6,True,Satisfied
17381.0,Male,,Chicago,Gold,3992.98,331.0,,False,Unsatisfied
15827.0,Female,41.0,Los Angeles,Bronze,8281.0,392.0,4.75,True,Neutral
14180.0,Male,51.0,Houston,Bronze,2746.22,67.0,4.48,False,Unsatisfied1
13117.0,Female,,Houston,Bronze,2847.71,,4.47,False,Unsatisfied
16916.0,Female,,Los Angeles,,5271.59,494.0,1.25,True,Unsatisfied
,Female,18.0,New York,Gold,4364.54,105.0,4.38,False,Unsatisfied
,Male,25.0,Los Angeles,Bronze,6516.35,451.0,,True,Unsatisfied
17235.0,Male,40.0,Los Angeles,Gold,3706.48,420.0,2.52,False,Satisfied
16510.0,Male,55.0,New York,Silver,2382.45,,,,Unsatisfied
17802.0,Male,23.0,New York,Bronze,4751.1,188.0,3.71,False,Neutral1
15107.0,Female,39.0,Chicago,Gold,5653.47,164.0,2.31,True,
17976.0,Male,42.0,Chicago,Gold,,267.0,2.87,True,Unsatisfied
14449.0,Male,35.0,New York,Bronze,5611.51,,3.73,True,Satisfied
15838.0,Male,34.0,Houston,Gold,3260.64,126.0,4.65,True,Satisfied
16781.0,Male,29.0,Houston,Bronze,3985.27,80.0,4.3,True,Unsatisfied
17547.0,Male,23.0,Los Angeles,,2865.25,183.0,2.8,True,Satisfied
13491.0,Female,43.0,Miami,Silver,9320.96,,2.55,False,Satisfied
16186.0,Male,44.0,Los Angeles,Bronze,6865.03,17.0,1.96,,Satisfied
,Female,25.0,Los Angeles,Silver,2698.36,446.0,2.49,True,Satisfied
17581.0,Male,36.0,,Bronze,6485.81,170.0,1.44,True,Unsatisfied
,Female,59.0,New York,Gold,8500.87,,4.88,True,
13138.0,Male,18.0,Houston,,4076.14,401.0,3.3,False,
15823.0,Male,46.0,Los Angeles,Bronze1,8316.58,304.0,1.51,,Neutral
17567.0,Female,62.0,Miami,Bronze,1628.71,340.0,2.41,True,Unsatisfied
15061.0,Female,66.0,Chicago,Bronze,8245.54,214.0,,True,Satisfied
16203.0,Female,52.0,Los Angeles,Bronze,5448.91,198.0,3.13,False,
,Male,57.0,Houston,Bronze,2307.45,7.0,1.14,False,Satisfied
,Female,31.0,New York,Bronze,4130.7,398.0,4.8,False,Unsatisfied
16770.0,Male,52.0,Los Angeles,Silver,,11.0,2.1,,Neutral
17838.0,Male,65.0,Los Angeles,,7857.2,12.0,1.06,True,Neutral
17228.0,Female,62.0,Miami,,5793.35,110.0,1.31,True,Unsatisfied
14829.0,Female-,37.0,Chicago,Silver,1240.12,133.0,3.32,True,Neutral
17412.0,Male,66.0,Chicago,Gold,4236.33,,1.55,False,Neutral
14031.0,Male,30.0,New York,Bronze,2704.21,128.0,1.17,True,Satisfied
14775.0,Female,55.0,Houston,Silver1,802.91,,2.52,False,Neutral
12971.0,Female,66.0,,Silver,5467.82,54.0,3.49,True,Unsatisfied
15834.0,Female,63.0,Los Angeles,Silver,,311.0,1.45,True,Satisfied
17659.0,Male,66.0,Los Angeles,Silver,,442.0,2.25,True,Neutral
15299.0,,25.0,Chicago,Gold,2571.84,79.0,2.67,True,Satisfied
15646.0,,60.0,Houston,Silver,5778.49,346.0,1.64,False,Unsatisfied
13958.0,Male,37.0,Houston1,Gold,9438.02,97.0,3.02,,Neutral
14443.0,Male,50.0,Houston_,Bronze,7256.86,249.0,,False,
14156.0,Male,43.0,Houston1,Bronze,6925.79,127.0,1.19,,Unsatisfied
16995.0,Female,56.0,Miami,Gold,9684.77,30.0,3.08,False,Neutral
13402.0,Male,38.0,Houston,Silver,8008.85,24.0,1.99,True,Neutral
18168.0,Male,66.0,Houston,Gold,1452.57,471.0,1.38,True,Satisfied
17757.0,Male-,59.0,Miami,Gold,3541.59,201.0,2.7,True,Unsatisfied
,Female,60.0,Los Angeles,,9654.89,131.0,4.66,True,Unsatisfied-
13011.0,,58.0,Houston,Bronze,4948.08,122.0,3.9,True,Unsatisfied
13798.0,Male,,Miami,Gold,1205.21,356.0,4.26,False,Neutral
15384.0,Female,41.0,Los Angeles,Bronze,4640.19,432.0,4.49,False,Unsatisfied1
14264.0,Male,54.0,Miami,Gold,7000.23,327.0,4.89,True,Satisfied
13295.0,Male,66.0,,Bronze,9975.73,150.0,4.05,True,Unsatisfied
16754.0,Male,58.0,Houston,Gold,3306.66,14.0,3.43,False,Neutral
16634.0,Male,34.0,Los Angeles,Gold,,304.0,2.46,True,Satisfied
18239.0,Male,41.0,Houston,Silver,8808.84,,,False,Satisfied
14576.0,Female,38.0,New York,Silver,,50.0,,True,Neutral 
13145.0,Female,68.0,New York,Gold,1181.69,464.0,4.98,False,Satisfied
14395.0,Female,56.0,Los Angeles,Gold,9494.47,240.0,2.87,True,Unsatisfied
14865.0,Male,58.0,New York-,Gold,4935.56,482.0,3.89,False,Unsatisfied
15093.0,Male,56.0,Houston,Gold,5077.56,394.0,2.98,True,Neutral
12738.0,Male,30.0,Houston,Silver,6249.88,455.0,2.73,True,Unsatisfied
16150.0,Female,28.0,Los Angeles,Bronze,135.01,473.0,2.64,True,Neutral
17552.0,Male,63.0,Los Angeles,,9318.2,283.0,3.02,True,Satisfied
14236.0,Male,36.0,,Silver,3678.37,335.0,2.47,True,Unsatisfied
17961.0,Female,28.0,Chicago,,,352.0,4.0,False,Neutral
14573.0,Male,30.0,Los Angeles,Gold,,156.0,4.5,True,Unsatisfied
17135.0,Female,63.0,Chicago,Bronze,3843.7,137.0,4.53,True,Satisfied
17396.0,Female,62.0,Los Angeles,Gold,8059.04,327.0,1.91,True,Satisfied
14213.0,Female,18.0,Miami,,8019.92,336.0,4.58,True,Unsatisfied
12967.0,Male,57.0,Miami,,9364.39,154.0,2.37,False,Satisfied
12686.0,Male,61.0,New York,,4091.97,483.0,2.24,False,
14679.0,Male,36.0,New York,Bronze,7116.34,81.0,3.91,False,Unsatisfied
15240.0,Male,29.0,Chicago,Bronze,5121.65,87.0,,True,
18225.0,Male,25.0,Los Angeles,Silver,8059.83,,1.21,True,Satisfied
13370.0,Male,25.0,Houston,Silver,7154.17,258.0,2.49,True,Neutral
16883.0,Male,62.0,New York,Silver,3742.24,479.0,3.89,True,Unsatisfied
13520.0,Female,29.0,Houston,Gold,3433.07,185.0,2.31,True,
12841.0,Male,65.0,Houston,Bronze,2599.18,,3.52,False,Satisfied
16905.0,Female,50.0,Los Angeles,Bronze,5807.51,186.0,3.64,False,Satisfied
12427.0,,62.0,Chicago,Silver,9642.04,123.0,3.93,False,Neutral
17967.0,Male,43.0,Los Angeles,Bronze-,2080.66,377.0,4.59,True,Neutral
16891.0,Male ,56.0,New York,Gold,1043.0,96.0,2.73,False,Satisfied
14589.0,Female-,45.0,Houston,Gold,1282.07,93.0,1.67,False,Neutral
14680.0,,22.0,,,7852.68,,2.28,True,
17884.0,Female,25.0,Los Angeles,Gold,3566.04,392.0,2.73,False,Unsatisfied
12557.0,,42.0,Los Angeles,Gold,2321.23,,3.86,True,Satisfied
14083.0,Male,44.0,New York,Gold,3593.16,2.0,1.05,True,Satisfied
13013.0,Female,63.0,Chicago,Bronze,6488.78,479.0,2.26,True,Satisfied
14210.0,Male,40.0,Los Angeles ,Silver,,446.0,4.12,True,Unsatisfied
16477.0,Male,47.0,New York,Bronze,7461.54,371.0,3.68,True,
12600.0,Female,,Houston,Bronze,3456.83,305.0,3.93,False,Neutral
16013.0,Female,64.0,Miami,Silver,4575.08,357.0,4.25,True,Neutral
17949.0,Female,40.0,New York,,1109.49,148.0,4.13,True,Satisfied
12779.0,Female,66.0,Miami,Gold,823.28,285.0,3.73,False,Satisfied
16926.0,Female,64.0,Los Angeles,Gold,4676.33,145.0,2.76,True,Neutral
17787.0,Female,37.0,Los Angeles,Gold,3085.81,330.0,4.93,True,Unsatisfied
12682.0,Female,35.0,New York,Gold,6166.73,,,,Unsatisfied
14723.0,Female-,35.0,Miami ,Silver ,525.72,406.0,,False,
17954.0,Male,19.0,Los Angeles,Bronze,1305.49,262.0,2.17,True,Unsatisfied-
17819.0,Female,21.0,Houston,Silver ,8665.39,62.0,3.77,False,Satisfied
12712.0,Female,47.0,Chicago,Gold,5706.49,,4.7,True,
15373.0,Male,50.0,Chicago,,7149.34,226.0,,False,Neutral 
16140.0,Female,53.0,,Bronze,8435.52,31.0,1.33,,Satisfied
17198.0,Male,,Miami,,4691.96,190.0,4.53,True,Satisfied
17238.0,Male,54.0,Los Angeles,Bronze,7634.5,375.0,4.66,True,Satisfied
12793.0,Female,36.0,Miami,Gold,5293.4,268.0,2.11,True,Neutral
15769.0,Male,64.0,Houston,,2305.21,12.0,2.51,False,
14396.0,Male,45.0,,Silver,3442.8,191.0,3.64,False,
14898.0,Male,57.0,Los Angeles,Bronze,4954.47,400.0,2.32,False,Neutral
,Male,37.0,Houston,Silver,3237.17,25.0,,True,
16725.0,Male-,66.0,,Silver,3421.72,406.0,1.43,,Neutral
12395.0,Male,50.0,Chicago,Gold,3440.19,91.0,1.15,True,Neutral-
,,29.0,Chicago1,Bronze,1316.12,88.0,1.83,True,Satisfied
,Female_,68.0,Los Angeles,Gold,937.96,332.0,2.14,False,
15545.0,Male,32.0,Los Angeles,Bronze,560.31,274.0,1.45,False,Unsatisfied
17243.0,Male,58.0,Houston,Gold,1198.47,,,False,Unsatisfied
15465.0,Male,56.0,New York,Gold,3502.7,,4.02,False,Neutral
15708.0,Female,19.0,Miami,Bronze,,80.0,1.66,False,Neutral
13089.0,Female,,New York,Bronze ,1962.65,324.0,4.66,True,Neutral
16033.0,Male,58.0,Houston,Gold,,140.0,2.47,False,Neutral
,Male,27.0,Los Angeles,Bronze,8102.99,433.0,3.68,True,Neutral
15351.0,Female,19.0,,Gold,5253.22,417.0,,False,Unsatisfied
18055.0,Male,,Los Angeles,Bronze,7269.68,214.0,1.96,False,Neutral
15038.0,Male_,28.0,Miami,Gold,3726.65,447.0,,True,Satisfied
18109.0,Male,30.0,Chicago,Gold,464.1,18.0,3.24,False,Neutral
13069.0,Female,27.0,Los Angeles,Bronze_,9052.9,54.0,4.07,False,Satisfied
16241.0,Female,,Chicago,Silver,1365.16,368.0,4.03,True,Satisfied
14800.0,Female,35.0,New York,Bronze,9484.58,97.0,3.68,True,Satisfied
16839.0,,68.0,Houston,Gold,5761.64,283.0,2.8,False,Satisfied
16168.0,Male,26.0,Los Angeles,,3125.07,,4.56,False,Neutral
16931.0,,56.0,Miami,Gold,,467.0,,False,Neutral
16814.0,Female,45.0,New York,Silver,5066.14,240.0,4.96,True,Neutral
13269.0,Female,20.0,Los Angeles,Gold,330.54,334.0,4.28,False,Neutral
,Female,37.0,Chicago-,Gold,3619.05,409.0,1.18,False,Neutral
12567.0,Male,23.0,Miami,Silver,7424.67,418.0,2.28,False,Unsatisfied
17062.0,Female,44.0,Los Angeles,Silver,5149.68,344.0,,True,Satisfied
,Male,,Miami,Gold1,2517.88,486.0,3.89,False,Satisfied
14810.0,Female,46.0,Chicago,Bronze,3417.59,444.0,3.2,True,Unsatisfied
16353.0,Male,55.0,Miami,Silver,8644.24,54.0,4.14,True,Unsatisfied
18118.0,Female,20.0,Chicago-,Bronze,5302.94,87.0,2.13,True,
,Female,33.0,Los Angeles,Silver,,261.0,1.74,True,Neutral
13506.0,Female,47.0,Chicago,Bronze,9618.53,236.0,1.22,,Satisfied
,Female,57.0,Los Angeles,Gold,3276.73,123.0,,False,Neutral
15716.0,Male,19.0,Los Angeles,Bronze,4847.46,420.0,3.75,True,Satisfied
18156.0,,34.0,,Gold,8135.96,54.0,2.3,False,Neutral
15221.0,Male,,Los Angeles,Gold,,216.0,,False,Neutral
,,29.0,Chicago,Bronze,2731.41,420.0,1.21,True,Satisfied
17059.0,Male-,52.0,Houston_,Silver,1595.8,197.0,1.4,True,
16327.0,Male,60.0,Houston,Gold,7036.98,39.0,3.81,True,Unsatisfied
17211.0,Female,18.0,Los Angeles,Gold,2650.8,454.0,2.47,True,Neutral
17026.0,Male,62.0,Miami,Bronze,9234.49,365.0,3.69,False,Unsatisfied
15570.0,Male,32.0,Miami,,1379.55,228.0,4.33,False,Neutral
15880.0,Male,,Houston,Silver,3251.32,237.0,4.41,True,Unsatisfied
16718.0,Female,54.0,Miami1,Bronze,642.39,132.0,1.69,True,Unsatisfied
15808.0,,,Miami,Silver,,330.0,2.95,False,Satisfied
17858.0,Female,66.0,,Bronze,8923.5,321.0,3.94,False,
16393.0,,48.0,,Bronze,6395.16,469.0,4.1,True,Neutral
14161.0,Male,42.0,Houston,Gold_,,168.0,4.14,,Satisfied
17863.0,Male,40.0,Houston,Gold,1372.19,487.0,1.91,False,Unsatisfied
,Female,41.0,New York,Gold,,37.0,1.77,False,Satisfied
16402.0,Male,55.0,Miami,Gold,8400.29,67.0,3.36,True,Unsatisfied
15023.0,Male,45.0,Miami,,8569.56,111.0,3.96,,
17402.0,Male,38.0,Miami,Gold,8327.29,415.0,2.28,False,Neutral
15426.0,Female,60.0,Chicago,Gold,8009.75,219.0,1.42,True,Satisfied
12647.0,Female,35.0,Los Angeles,Gold,,209.0,3.87,False,
15894.0,Male,53.0,Houston,Silver_,2252.87,,,False,
15867.0,Female,,Chicago-,Bronze,9295.16,87.0,1.67,True,
14506.0,Female,62.0,New York,Bronze,3139.3,461.0,1.59,True,Satisfied
15555.0,Female-,,Miami,Gold,4044.24,303.0,2.26,False,Neutral
13034.0,Female,55.0,Los Angeles,Silver,7025.63,411.0,3.37,True,Satisfied
15889.0,Female,47.0,Los Angeles,Gold,3004.23,,2.43,True,Unsatisfied
15953.0,Male,61.0,Houston,Gold,,,1.08,True,
16143.0,Female_,51.0,Chicago,Bronze,793.34,494.0,1.39,True,Neutral
12720.0,,49.0,Houston,Bronze,7932.71,13.0,2.16,False,Satisfied
16422.0,,20.0,Miami,Gold,6058.33,447.0,3.64,False,Unsatisfied
12747.0,Female,20.0,New York,Gold,5772.64,,1.39,True,Satisfied
15502.0,Male,,Houston,Silver,4637.93,408.0,3.24,False,Satisfied
12763.0,,61.0,,Silver,2842.75,125.0,1.48,,Satisfied
14081.0,Male,32.0,Houston,Bronze,4694.3,375.0,1.85,True,Neutral
17965.0,Female,58.0,Los Angeles,Silver,4555.28,233.0,1.69,True,Neutral
14404.0,Female,40.0,Miami,,5879.17,251.0,1.27,False,Neutral
13579.0,Male,57.0,Los Angeles_,,2887.59,387.0,3.69,False,Neutral
13174.0,Female,28.0,Miami,Silver,868.2,126.0,2.85,False,Unsatisfied
,Female,65.0,New York1,Bronze-,1536.39,,4.32,True,Unsatisfied
17677.0,Female,49.0,Miami,Silver,7021.86,138.0,1.4,False,Neutral
13652.0,,53.0,Miami,Bronze,,449.0,1.58,False,Neutral
12586.0,Female1,50.0,New York,Gold,,49.0,2.23,,Neutral
,Male,41.0,Chicago,Silver,6974.53,380.0,,True,Satisfied
16161.0,Female,56.0,Miami,Gold,,186.0,2.22,True,Unsatisfied
16858.0,Female,51.0,Chicago,,8376.25,205.0,2.63,True,Satisfied
18219.0,Male,45.0,Miami,Silver,1314.83,,,False,Neutral
14293.0,Female-,54.0,Houston,,8242.27,,1.32,False,Unsatisfied
14748.0,Female,24.0,Miami,,,386.0,,True,
16638.0,Male,21.0,Los Angeles,Bronze,8866.69,194.0,3.19,,Satisfied
17674.0,Female,54.0,New York,Gold,8877.21,103.0,4.15,,Unsatisfied
12808.0,Female,18.0,Houston,Bronze,339.36,105.0,3.63,True,Satisfied
13094.0,Male,18.0,Houston,Gold,3890.37,376.0,,,Unsatisfied
15899.0,Male,64.0,Los Angeles,Gold,5311.35,287.0,1.36,True,Neutral
12708.0,Female,,Miami,,6815.76,324.0,3.57,True,Unsatisfied
15898.0,Female,,New York,Bronze,2933.24,482.0,1.62,False,Satisfied
17691.0,Male-,46.0,Houston,Bronze,2596.21,211.0,2.66,True,Satisfied
,Female ,27.0,New York,Silver,3874.53,250.0,3.52,True,Satisfied
15039.0,Male,35.0,Houston,Gold,5059.29,,4.13,True,Satisfied
15919.0,Female,45.0,Miami,Gold,9516.35,201.0,3.74,True,Neutral
13497.0,Male,52.0,Houston,Gold,7644.87,24.0,3.69,True,Satisfied
15860.0,Male,,Houston,Bronze,4350.28,461.0,1.6,,Neutral
14189.0,Male,64.0,Chicago,Bronze,638.23,300.0,2.38,False,Satisfied 
15304.0,Female,,Miami,Bronze,1768.35,478.0,1.17,,Satisfied
14867.0,Female,44.0,Los Angeles,Bronze,4613.65,83.0,3.88,False,Unsatisfied
14344.0,Male,28.0,Los Angeles,Bronze,8156.88,297.0,4.81,True,Unsatisfied
12474.0,,66.0,Miami,Silver,3868.89,458.0,2.06,True,Neutral
16719.0,Male,66.0,Los Angeles,,5431.12,179.0,1.35,True,Satisfied
,Male,,Miami,Gold,8928.87,,2.9,True,Neutral
